review,lable,
 Baghawat aur inteshar phelane ilzam mein moqadmat qaim huay,Negative,
 January 1957 mein rahai pai to National Awami party banai October 1958 mein Mashalla nafiz hua to masaibka key daur  ka Agaz hua,Negative,
 1960 aur 1970 ka darmeyani arsa Khan Abdul Ghaffar Khan ney jailon aur jila watni mein guzara,Negative,
 1919 se 1964 tak koi ais arsa na tha jab app mosalsal teen saalon tak jail se bahar rahe hon,Negative,
Khan Abdul Ghaffar Khan ne National Congress ki hamnawai mein do qaumi nazere Musalmanon ke judagana tashkhus aur qiyam Pakistan ko kabhi tasleem nahein kiya,Negative,
 Qiyam Pakistan ke sath hi Pakhtunistan ke daye ho gae,Negative,
 1965 mein Kabul chale gaye wahan se Al India Radio Kabul per apni taqreron  zareye se Pakistan ki mokhalfat aur Pakhtunistan qaim ki tahreek chalai,Negative,
 Agarchay Khan Abdul Ghaffar Khan zindagi phar apne Pakistani hone se inkari rahey aur Pakistan ko aik “Ghulam” reyasat qarar detey rahey (Yahi waja hai key unhon ney dafan hone ke leye Afghanistan ki “Azad” Sarzamine ka intekhab kiya) iss hawale se unhein iss kitab mein shamil nahein kiya jana chahiye tha,Negative,
May 1965 mein Momin Shahi key halqa se Qaumi Assembly key rukun chuney gae 13 June 1969 ki hizb e ikhtelaf key leader muntakhib huae 28 September 1969 ko Pakistan Democratic Party ke Leader baney 26 March 1971 ko Sadar Yahya Khan ne Sheikh Mujibur Rahman ko jo ke Awami league ka sarbarah thay Mashriqi Pakistan mein Qaumi Assembly ki 162 nishashton (seats) mein se 160 nishashtain (seats) hasil ki thin ghair ioni qarar de dia aur Sheikh Mujibur Rahman ko griftar(Arrest) kar liya iss waja se yeh hamaray azli dushman Bharat se ja mila,Negative,
Yani Bharti Afwaj ko Sheikh Mujibur Rahman ki hami mosllah tanzeem mukti bahini ka mokammal tawun hasil tha,Negative,
 17 April 1971 ko All India Radio ne khaber nashar ki ke “Mashriqi Pakistan" mein azad hukumat ke qayam ka alan kar diya gaya hai,Negative,
 21 November 1971 ko Bharat ki bari fauj ne Mashriqi Pakistan par hamla kar dia,Negative,
 25 November 1971 tak Mashriqi Pakistan mein jangi halat bahut kharab ho gaye to Sadar Yahya Khan ne majburan Bangali rehnuma Nurul Amin ko Aburi daur ke lia Wazir Azam namzad kar deye aur unke sath Zulfiqar Ali Bhutto ko naib Wazir Azam aur Wazir e kharja bana diya,Negative,
 16 December 1971 ko Saqoot e Dhaka ka saneha huwa,Negative,
 Pakistan ke do tukrey hojaney ka Nurul Amin ko be inteha sadma huwa,Negative,
 2 October 1974 ko Nurul Amin inteqal kar gaye,Negative,
 Pir Pagara ki ibtedai zindagi mushkil halaat mein guzri,Negative,
 Wo abhi 2 saal ke the ke in ke walid Syed Sabghat Ullah Shah ko angrez hukomat ne hurriyat pasandi ke jurm mein giriftar kar liya,Negative,
" Is ke bad inho ne Hur jamat ko angrezon ke khilaf munazzam kiya, jis par angrez hukomat ne inhe baghi qarar de kar 20 March 1943 ko Hyderabad jail mein phansi de di aur in ke jasd e khaki ko Virsa ke hawale karne ke bajae ghayab kar diya",Negative,
" Is ke ilawa in ke mureedon ko, jo Hur kehlate the  Barhi tadad mein phansiyan di gai",Negative,
" Us dauran Pir Pagara ki rohani gaddi ko hamesha ke liye khatam karne ki sazish bhi ki gai, ta ke is khitte mein azaadi ka naam lene wala koi baqi na rahe",Negative,
 Yehi wajah hai ke 20 March 1943 se 4 February 1952 tak Kangri House mein takht pagara par koi pir muajood nahi tha,Negative,
 Walid ki phansi ke bad Sikander Ali Shah ko in ke chote bhai aur khandan ke deegar afraad ke sath kuch arsey Bandar road ( MA Jinnah Road ) ke aik bungalow mein nazar band rakha gaya aur wahan se Aligarh muntaqil kar diya gaya,Negative,
" Marshal law ke khatme ke bad yeh jamhoriyat ki janib pehli peshraft thi, jis se bad mein aam intekhabaat ki raah hamwar hui aur jis ke natije mein Pakistan Muslim league aur peoples party ki hukomatein qaiym hui thin aur Mohammad Khan Junejo, Miyan Mohammad Nawaz Sharif aur Benazir Bhutto ko wazarat uzma ke mansab tak pohanchne ka mauqa mila tha",Negative,
 October 1966 mein Chohdri Muhammad Anwar Bhander speaker Maghribi Pakistan ne Governor Maghribi Pakistan Nawab of Kala Bhag Malik Ameer Muhammad Khan ko sifarish kar ke unhen additional Section Judge muqarar kar deya,Negative,
 Us commotion ne General Asif Nawaz Jinjuwa ki muat ko fitri qarar diya jab ke bad mein ye baat sabit hoi ke unhen zahar deya gaya tha,Negative,
 August 1994 mein High Court ne Muhammad Nawaz Sharif ki 3 factories seal aur 14 par Excise ka imla mutayan kar deya,Negative,
18 December 1997 ko ayein ke article (G) 63-1 ke tehat qayam muqam Chief Election Commissioner Justice Mukhtar Ahmed Junejo ne unhen na ehel qarar dete hoye khazat e naamzadgi mustarad kar deye kyun ke un par ilzam tha ke 27 June 1996 ko haft rozah jaridah “Takbeer” Karachi ko aik interview dete hoye Fakhar un Nisa Judge Lahore High Court par badunwani ke ilzamat legaye aur nizam e adal par baat cheet karte hoye kaha ke “nizam e adal ki bunyadi kharabi ye hai ken a to ise Islami nizam e adal ke usolon par istawar kiya gaya aur na hi angreez ke nizam e adal ki khubiyon se arastah rehne deye gaya,Negative,
Ate jate hukumranon ne adliya ko apne maqasid ke leye istemal karna chaha,Negative,
 Arzi aur juzwaqti mafadat ke leye mun zor intezamiya hamesha adalti waqar se khelti rahi,Negative,
 Jis tarha burro curacy mein apne hawari paida keye gaye isi tarha adliya mein ye sab se bari badqismati rahi hai,Negative,
 Mazi ke tajurbat bataye hain ke ye Judge bhi jab masnad e adalat par beth jata tha to amomi muhall ki waja se is ki zaheni kefiyat phele jesi nahi rehti thi aur neek naami ki khatir adala o insaf se nahi khelta tha,Negative,
"Munasib tadat mein deyanatdar, bakirdar aur khuaf e khuda rakhne wale Judges ki kami hamesh hi aik masla rahi hai lekin aj kal jo kuch ho raha hai I sne pore nizam e adal ki choleinholadi hain aur awam ka etemad adalaton se uthta jar aha hai",Negative,
" Agar kisi Judge ki taqaruri par woqla ki anjumanon, qumi akhbaraat ke sahafiyon aur bakhbar logon ko kisi tarha ka tajub  uar heart na ho to wo shkhs theek hai lekin agar kisi shakhs ke taqarur par bar association ke dafatir mein qehqaye gunjane lagein, sahafi aur bakhabar log heart se aik dosre ka mun dekhne lagen hata ke aam log bhi cha magoyan karne lagein to aesa Judge yaqenan  mayar par pora nahi utarta aur wo munsif bane ka ehel nahi",Negative,
 Is tarha ki taqarariyon aur intezamiya ke mafad parastana iqdat ne adliya ke idare ko shaded nuqsan phochya hai aur aaj halat ye ho chuki hai ke adalaton ke eyanon mein aesi awazein aur sazishein nazar aney lagi hain jo aam kisim ke sarkari daftaron ka khasa hoti hain,Negative,
" Jin arkan ne apna haq e raidahi istamal nahi kiya in mein Mulana Azam Tariq, Owees Laghari, Raja Khalid aur AmanAbbasi shamil han",Negative,
Blochistan Subai assembly ke 43 member’s mein se 38 ne apna haq e raidahi istamal kiya,Negative,
 Muhammad Rafiq Tarar ne Nawaz Sharif ki jila watni tak bara aham kardar ada kiya,Negative,
 Is ke bad 20 June 2001 ko General Parvez Musharraf ne unhen bhi Sadar e Pakistan ke uhde se farigh kar diya aur khud Sadar e Mumlikat ke uhde par faiz ho gaye,Negative,
" Miss Haseena Wajid ne na sirf tamam opposition jamaton ko dara dhamka kar unhe qaid o band mien rakh kar, unhe election ke amal se bahar rakh kar past ke parliamentary intekhabat mien kamiyabi hasil kar li hai",Negative,
 Wo Islam pasandon bil khusoos jamaat Islami ko dewaar se lagane ki policy par bhi amal peyra hain,Negative,
 Mubsireen yeh sawal utha rahe hain ke aaya Haseena Wajid siyasi madbar politician hone ke bawajood siyasi mukhalfeen se is qadar khaiyf kyun hain ??? lekin inhe is ka jawab nahi mil raha hai,Negative,
December 2013 mien jamat e Islami ke markazi rehnuma Abdul Qadir ko phansi diye jane ke bad yeh umeed ki ja rahi thi ke Haseena Wajid aur in ke sathiyon ka gussa qadre thanda ho chukka ho ga,Negative,
" Abdul Qadir ki phansi par Bangladesh ke siyasi aur samaji halqon hatta ke zaraey iblaagh ne bhi maslehatan khamoshi ikhteyar kar rakhi thi, lekin taza sazaon ke faisle ke bad zaraey iblaagh ne bhi zaban khol di hai",Negative,
Bengali zaraey iblaagh ne ab ki baar Haseena Wajid ki policy par karhi tanqeed karte hue jamaat ke sarbarah Maulana Mutee urRehman Nizami aur in ke deegar sathiyon ko saza e maut sunae jane ki khule alfaaz mien muzammat ki hai,Negative,
" Siyasi, samaji aur iblaaghi halqon ki janib se miss Haseena Wajid ko yeh mashwara diya ja raha hai ke wo apna zehni muaaiyna karaey, kyun ke jis qisam ki siyasi inteqami policy inho ne apna rakhi hai wo kisi bhi soorat mien mulk o qaum ke mafaad mien nahi hai",Negative,
"Opposition ke musalsal aehtejaaj, siyasi inarki aur Haseena Wajid ki inteqami siyasat ke natijey mien maeshiyat badtareen tabahi se do chaar hui hai",Negative,
 Bengali siyasat se ba khabar halqon ka khayal hai ke Haseena Wajid danista taur par mulk ko fauj ke hawale karne ki sazish kar rahi hain,Negative,
 Agar inhe halaat ki nazakat ka mamooli sa bhi idraak ho to yeh andaza lar lena chahiye ke agar ab ki baar fauj ne iqtedar sambhala to Haseena Wajid apni zindagi ke baqiya ayyam mien siyasat ke qabil bhi nahi rahengi,Negative,
 Unhen kamiyab karane ke leye Panjab aur Sindh ke wozra e aala ne do mehfooz tareen nashistein khali karaein thein aur unhen kamiyab karane ki zimedari qabol kit hi,Negative,
" Janab Shaukat Azizne bhi hasbe riwayat bhohat wade waed keye, intakhabi nare lagaye, wahan ke awam ko kuch khawab dekhaye lekin natija wohi dhak ke teen pat",Negative,
Wazir e Azam Shaukat Azizpar us waqat qatilana hamla hoa jab wo abhi Wazir e Azam nahi bane the yani wo aik intekhabi jalse se  khitab kar ke wapis lot rahe the aur apni gari ke qareb phochne se chand lamhe phele aik zoordar damaka hoa aur wo bal bal bach gaye,Negative,
 Ye aik khudkush hamla tha jis mein hamla awar apne maqsad mein kamiyab nahi ho saka,Negative,
 Mumkin hai esa hi hoa ho kyun ke Wazir e Azam Shaukat Azizaksar o beshtar khzane ki tijoriyon ke bhare hoye hone ka dawa karte the lekin ese bhare hoye khazane ka kia faiedeha jo is mulik ke awam ke muan se roti ka akhari newala bhi cheen lene ke darpe ho,Negative,
 Ho sakta ha ke Wazir e Azam Shaukat Azizki apni mali position phele se bhetar hogai ho lekin un ke dor e hukumat mein awam ki halat din badin abtar hoti chali ja rahi hai aur log khudkushiyan karne par majboor hen,Negative,
" Dosri taraf awam ki halat ye hai ke un ke mun se roti ka akhiri niwala bhi chena ja raha hai, log berozgari aur bhook ke hathon khud kushi karne par majbor hain",Negative,
 Insaf ki farhami ki sorat e haal ye hai ke koi jaiz kaam bhi rishwat ke bagher hone ka tasawor bhi khatam ho chukka hai,Negative,
 Mulik ka khazana bhara hoa hai lakin is ke samrat awam tak nahi phonche,Negative,
 Awam ko is bhare hoye khgazane se kiya matlab jo un se do waqat ki roti bhi chen le,Negative,
"  Cheeni i ki qemat 20 rupe se bharh kar 40 rupe tak ja phonchi, Wazir e Azam samet hukumati aehalkar  cheeni  ki market mein farhami par israr karte rahe aur awam ko indiya dete rahe ke wo chini utility store se khariden",Negative,
 Mulik mein aese stores kitne hain?Awam ki bhari aksariyat aam dokanon se cheeni karedne pay majboor thi aur jin elaqon mein sarkari store the bhi to awam ko waha bhi mushkilat ka samna karna para,Negative,
 Utility stores ki chini bhi mili bhaghat se aam dokanon par farokhat hoti rahi aur logon ko mehnghe damon milti rahi aur aj tak mil rahi hai,Negative,
 Utility stores par chini ki qemat asal qemat se derah guna ziyadah thi is baat ko hukumat danista nazar andaz karti rahi,Negative,
 Un ke khilaf tehqiqat se hukumati dhanche par manfi asrat muratab hone ka andesha tha,Negative,
June 2006 ke akhir mein Pakistan steel mills ki farokhat ke silsile mein Pakistan ki tarikh ka sab se bara maliyati scandle samne aya jis mein Supreme Court ko madakhlat karni pari,Negative,
" Sirf ye hi nahi KESC, PTCL ki nijkari, black cab, tracketer zarinalit, crislar aur railway coachon ke scandles ki baz ghasht bhi pore mulik mein suna di",Negative,
 Kisi mamle mein transparanci nahi thi,Negative,
 Supreme Court ke 9 arkan par mushtamil full bench ne Pakistan steel mills ki nijkari ko kaladam qarar de deya,Negative,
 Is tarha 8 saal mein mukamal hone wale sab se bare sanati unit ko aik ghante ki karwai mein farikhat kar deya gaya,Negative,
23 August 2006 ko  Wazir e Azam Shaukat Aziz ke khilaf tehrik e adam etimad jam karai gayi,Negative,
 Is notice mein Wazir e Azam ke khilaf 30 nukat par mushtamil charge sheet tayar ki gayi thi aur jis par opposition ke kam o besh tamam arkan ke dastakhat the,Negative,
 Is notice mein 2005 mein stock market corruption  karne ke zimedar brockers ke khilaf karwai na karne ka zimedar bhi Wazir e Azam ko theraya gaya,Negative,
" Chini, semint, gandum, railway arazi scandal samit degar bezabtagiyon ki zimedari bhi Wazir e Azam par dal de gayi",Negative,
27 August 2006 ko ray shumari hoi jis ke natije mein tehrik e adam etemad nakam ho gayi,Negative,
  Apne khilaf tehrik e adam etemad nakam hone ke bad se le ka raj tak Wazir e Azam Shaukat Aziz gahe bagahe aur phele se ziyadah shadomad ke sath awam ko adaad o shumar ki bhol bholaiyon mein masrof rakhe hoye hain aur zarebubadla ke zakhair ki khushkhabriyan sunane ka fariza anjam de rahe hain,Negative,
" 16 August 1946 ko jab Muslim League ne “ Yom e rast iqdaam ” manaya to hindoun ne Calcutta mein musalmano ke khoon se holi kheli, is mauqey par bahesiyat wazeer e aala apne tadbeer se fasadaat ki aag ko ziyada bharakne nahi diya",Negative,
Is mauqiff par Quaid e Azam se un ke ikhtelafat itne barhe ke unho ne Hindustan mein sakonat ikhteyar kar li aur kuch arsey bad 1950 mein Pakistan aa gaey,Negative,
 Lekin 11 maah bad dono parties ke darmiyan photo parh jane se jab bohran paida hua to Hussain Shaheed Suhrawardy mustafee ho gaye aur assembly mein hazb e ikhtelaf ka kirdar adaa karne lage,Negative,
 Jin ka marshal law hukkam ke paas koi jawab na tha,Negative,
 Ye azaz bhi abhi tak Pakistan sirf aik dafa hi hasil karsaka,Negative,
in per ilzam hai kay woh lord godrey white ki beti seeta white ki beti kay walid hai jab kay Imran Khan hamesha say iss ilzam ki tarwed karte aye hain,Negative,
22 June 2004  ko iss jore mein talaq ho gayi,Negative,
 Imran Khan ka kehna tha kay woh apni masrof zindagi ki wajah say inhein waqt nahi dey patey thay,Negative,
 14 November ko police nay inhein giraftar karliya,Negative,
 Iss say phele woh 12 May ko Chief Justice of Pakistan Justice Muhammad Iftikhar Chaudhry ki really per Karachi mein hone wali fairing aur iss nateje mein hone wali halakato ka ilzam Muttahida Qaumi Movement per laga chukey thay,Negative,
Imran khan nay  kaha kay in ki zindagi aur Karachi mein tehrek-e-Insaf kay karkun ki zindagi khatra lahaq hai khun kay Britannia hukumat  nay Muttahida Qaumi Movement  kay London mein muqeem quaid Altaf Hussain kay  khalaf  qadam nahi uthaya jis say ye log shair  ho kar tashadut  ki karwai kar saktey hain,Negative,
Interview kay zariye awam ki nigha mein rahey hain ta hum  mubasireen ka kehna hai kay in kay pass khatir khuwah vote bank aur street power moujud nahi aur ayinda intakhabat mein bhi in kay kamiyabi honey ka imkan kuch zada nahi hai,Negative,
1977 ke hungama khaiz daur aur bilkhusoos Zulfiqar Ali Bhutto ki phansi ke bad wo khamoshi aur maslehat ka shikaar dikhaai diye,Negative,
 General Zia Ul Haq ke taweel Marshal Law mein wo apna koi mustaqil siyasi raasta na chunn sake,Negative,
 General Zia Ul Haq ke iqtedar ke khatmey ne in ki siyasi chupp ka roza torh diya aur wo batadreej siyasi taur par mutehrik hote gae,Negative,
"Mohtarma Benazir Bhutto ke pehle daur e hukomat mein islami nazariyati council ke chairman bane, 1993 ke election se pehle wo Mohtarma Benazir Bhutto ke sathiyon mein shumar hone lage the, afsoos ke in ki zindagi ne wafa na ki, wagarna shayad wo 1993 ke bad dobara koi hukomati auhda paa lete",Negative,
"Maulana Kausar Niazi… Mianwali ke mardam khaiz khittey se talluq rakhte the, jahan ki Niazi Baradari ke naamwar afraad maslan General A K Niazi, Maulana Abdul Sattar Khan Niazi aur Imraan Khan Niazi ki shohrat mein koi kalaam nahi, lekin yeh sab he pur josh log apni zindagi ke mukhtalif adwaar mein shadeed tanqeed ka nishana bhi bane",Negative,
" Kausar Niazi… bunyadi taur par mazhabi class ne in ke is jurm ko kabhi muaaf nahi kiya aur wo hamesha right baazo ka khaas nishana bane rahe, is shadeed nafrat ne in ke urooj ka raasta rook diya",Negative,
 Dosri taraf peoples party ke bohat se log bhi inhe hamesha rujat pasand mulla samajhte rahe,Negative,
 Peoples party ke bohat se logon ne inhe apni saffon mein hamesha shukk ki nazar se dekha,Negative,
" Kuch halqon mein in ke barey mein paae jane wale tassub, nafrat aur hassad ne in ke siyasi qad, shairana maqam aur ilmi rutbey ke hawale se dewarein khari kar den, wagarna aaj shayad wo shiddat pasandon ke khilaaf aitedaal pasand mazhabi quwwaton ke fikri rehnuma hote aur liberal powers ke liye aik ideal mazhabi rehnuma… magar taqdeer ke faisley alag he hote hain",Negative,
" Saadgi aur kifayat shoaari sari umar in ka shuaar raha, lekin siyasi aur qaumi kamon mein apna paisa be-dareegh kharsh kiya",Negative,
 Angrez khilafat tehreek ke bad tareen mukhalif the,Negative,
 Seth chotani ko angrezon ne apni resha dawaniyon aur sarkari aehkamat ke zariye dewaliya kar diya aur wo is sadmey se is daarfani se kooch kar gaey,Negative,
 Angrezon ne apni makhsoos hikmat e amli ke tehat Sindh ko Bombay ke sath mila diya tha,Negative,
 Chon ke is tarha baaz ilaqon mein hindoun ki aksariyat ho gait hi aur phir Bombay ke Hindustan ke musalmano ke mafadat ko sakht nuqsanaat pohchaya karte the,Negative,
 Magar herat ki baat yeh hai ke us party ke dono air karda rehnuma yani sir Abdullah haroon aur sir shanawaz Bhutto apni apni nishast par shikast se do chaar ho gaey the,Negative,
" Sir Abdullah haroon ne qarardad e Pakistan ki manzori ke bad Sindh mein tehreek e Pakistan mein bharpor hissa liya, magar bad qismati se Qiyam e Pakistan se qabal he 27 April 1942 ko  Sir Abdullah Haroon wafaat paa gaey",Negative,
 Amir Yahya Khan ki banai hui Fauji adalat ne 1970 mein Jahangir Badar ko aik saal qaid ba-mushaqqat ki saza di jo bad naam zamana Shahpur jail mein guzari,Negative,
1977-78 mein amir waqt general Zia-ul-haq ne is farzand jamhuriat ko aik saal qaid sakht koron ki saza sunai,Negative,
 Coat lakhpat jail mein qaid ke ye din guzre aur koren Zulfiqar Ali Bhutto Shaheed ke liye aziyat ka baiys banae gae,Negative,
 Is karb-o-aziyat ka izhaar unho ne aik kate phate kaghaz par ye pegham bhej kar kiya,Negative,
"1978 mein aik aur fauji adalat sajai gai aur farzand jamhoriyat ke seene par aik saal qaid aur jurmane ke tamghe lagae gae, lekin aamriyat ki afriyat ko abhi tak sukoon nasib nahi hua tha",Negative,
" Us ne jamhoriyat ke khilaf awaz buland karne wale is azeem farzand ko Lahore ke Shahi Qiley ke aqoobat khane, Central jail Mianwali aur Gujranwala jail mein muqeed rakha, jahan is par musibaton, aziyaton aur mazalim ke paharh torh diye gae, lekin is bandae-hur ke paae istaqlaalmein junbish na hui",Negative,
1984 mein jaali refrendam ke dauran aik baar phir giraftar hue aur April 1985 tak jail mein rahe,Negative,
 Zia-ul-haq ki aamriyat ka pora daur is farzand jamhoriyat par karb,Negative,
 Jo sir na jhuke woh kaat diya jata hai,Negative,
 Musharraf aamriyat ne jaali aur be-bunyaad muqaddamaat bana kar unhe jail mein daal diya,Negative,
Jurm ye bhi tha ke unho ne awam ke masaiyl hal kiye hai,Negative,
Bad-azan Musharraf ka naam apni pori koshish aur riyasati wasaiyl ke bharpoor istamal ke bawajood jhot ke is palandey mein haqeeqat ka koi rang na bhar saka,Negative,
 Ghulam Ishaq Khan jabri retirement ke bad Peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe,Negative,
 Marne se 3 mah qabal bemari shidad ikhteyar kar gayi aur wo koma mein chale gaye,Negative,
27 October 2006 baroz juma ko subha sawa 11 baje Peshawar mein inteqal kar gaye marhom ki umar 91 baras thi,Negative,
Bkwas tareen itna ghtiya meterial .,Negative,
"Colours wagera tou sahee hain, lekin material who nai hai jo bataya gaya tha. Likha hua cotton hai aur material jersey/banyan wali deliver hui hai aur itna pasand nai aaya lekin, overall, item sahee hai, istemal mein bhee atee hai",Negative,
Bilkul achi quality ni h,Negative,
bht buri service hai apki bachon waly size main bhji hain ap ny shlwar ek ma ny shrugs order kiye unka stuff b ganda or size unka b chotaa tha i hate your service,Negative,
"kaafi mukhtalif material istemal kia hai ismein, yeh viscose, cotton aur fleece ki tarha naheen hai, thora patla hai, lekin dikhne mein wonderful. Free size hai aur fitting bhee perfect, bara kamm dekhne ko milta hai aisa. Aur black colour ki tou baat he alag hai, saray colours kay sath chaljye, saray dresses kay sath chaljaye aur quality per etimad hai. Khush kardia Daraz ne,
",Negative,
"Yar maine ye 4 mangwaye thay laken sabke sizes bhi alag thay, quality bilkul bhi achi nahi thi. Mujhe is price mein market se bhi is se achi cheez mil jaati kyunke iska stuff bohot hi koi sasti quality ka hai or stitching bhi pehli bar pehnne mein saari bahar agayi.,
",Negative,
Es dress k price bhut increased hui hein jub k 1299 thay phaly thay.. price plz kum karein..,Negative,
Is per one printed palazzo mention ha but ap k Daraz.pk k page per two2 printed palazzo mention han is ley me ne order kia tha per nikla srf one PAC This is not fear,Negative,
Mn ne red shrt ordar ki thi mujhy pink mn mili or us ki back side mn tuk laga hai????,Negative,
"bilkul hee kachra kisam ka necklace tha yay , halka sa paseena anay k baad is ka color hee ur gya pura ,biklul hee na kabil ay istamaal ban gya yay , isay utha k kachray may paink dia mainay to ,bilkul hee baykaar tareen cheez hai yay.",Negative,
"Yeh ring website pe tou bari pyari lagrahee hai lekin asal mein itnee khaas nai hai. Ispe uper jo zirconum laga hai who acha hai,lekin band patla sa hai aur itna acha nai lagraha looks mein. Goft tou dedia hai aur unhoun ne koi shikayat nai kee, lekin mera dil khud nai maan raha isko,
",Negative,
Fuzool tareen looterey hain ye log aaainda plz daraz se shopping mat karain,Negative,
Kab milega muje parcel,Negative,
" Umdah kahani, mauseeqi aur kirdar nigari ke bawajood film box office par na kamiyab ho gai",Negative,
 Tota kahani aur manchale ka sauda mein wo tasoof ki tarha maeyl nazar aae aur is baat ko le kar un par khasi tanqeed ki gae,Negative,
Jigar ki rasoli ki wajah se 7 september 2004 ke roz in ka inteqaal hua,Negative,
 Unho ne apne pasmandigaan mein ek bewah Bano qudsiya aur teen bete chore hai,Negative,
9 March 1951 mein aap ko Rawalpindi sazish case mein muaawnat ke ilzaam mein hukoomat waqt ne giraftar kar liya,Negative,
" Ap ne 4 saal Sargodha, Sahiwal, Hyderabad aur Karachi ki Jail mein guzare",Negative,
Faiz Ahmed Faiz ka inteqal 20 November 1984 ko Lahore mein hua,Negative,
" Saghar Siddiqui ne Hafiz jalandahri ke tarane se phele Pakistan ka Qomi tarana likha, Kashmirk haseen wadiyon mein filmaya aur apni hi awaz mein gaya aur Regent Cinema mein sab se phele dekhaya gaya tarane ke bol the “ Salam Aey Quaid e Azam” hukumat ne is tarane ko pass na kiya",Negative,
 Bharte bharte 1958 mein marfiya ka istemal karne lage,Negative,
 Wasail ki kami aur doston ke adam tawan ki wajah se sawa 5 rupe mein Jilani Niyazi ko farokht kar deya,Negative,
 “kiya hai hum ne sabar humen ayoob mila” se mutasir ho kar apne pas bolaya magar un ki ana ne gawara na kiya ke koi bheek dene ke liye bolaye aur main chala jayon,Negative,
 Sadar e Pakistan ke pas Jane ke bajaye  cigaratte ki dibi utha kar faqt ye sher likh kar bhejh deya,Negative,
 Ye halat dekh kar Dr Abdul Rehman ne aik razai Saghar Siddiqui ko di ta ke sardi se mehfooz reh sakein jab Saghar razai uthaye ja rahe the ke raste mein aik faqeer sardi se kanp raha tha Saghar razai us ko de di aur khud hasb e adat sabar aur qanayat par aktefa kiya,Negative,
 Saghar Siddiqui ko Meer Taqi Meer ke bad dard ka safir kehna beja na ho ga,Negative,
" Taqseem Hind ke bad Saghar Siddiqui sher likhta tha, sher pharhta tha, sher khata tha aur sher hi peta tha",Negative,
 Wo tamam umar adbi ajaradari ka rona rota raha magar us ka koi pursan e hal na tha,Negative,
1973 mein un par falij ka hamla (falij ka attack) howa,Negative,
 Footh path par apni zindagi ka akhtamam kiya,Negative,
 Logon ki be inteha dad hasil karne ke bawajud adab ke thekedaron ke zere atab rehene wala Saghar Siddiqui 19 July 1974 ko khamoshi ke sath shehar e khamoshan Ahata e Sheikhan nazd Surriya Azeem Waqaf Hospital Bahawalpur road qabrustan Meyani Sahab Lahore mein dafan ho gaya,Negative,
 Saghar ne sirf 46 baras ki umar pai,Negative,
"Is muzahere mein khawateen ne mehgayi, khurak ki qilat aur almi jung ke bais paida hone wale masail par bhi shaded ahtejaj kiya",Negative,
Sadyon porani riwayat itni bazbot hoti hain ke unhein koi riyasati qanon badal nahi sakta,Negative,
Humare mulk ki khawateen hudod o qawanin ke mamle mien imtiazi soloq samet degar mamlat mein insaf ki talib hai,Negative,
"Humare masher ki khawateen wani, Quran se shadi, zabardasti shadi, gherat ke naam par qatal, teen bayak waqat talakon aur wirasat se mehromi jese ghambeer masail ka shikar hai",Negative,
Hawwa ki beti azal se zulm aur nainsafi ki chaki mein pisti hali arahi hai,Negative,
"Duniya mien khatoon jahan nazakat ki alamat hai, wahan mazlomiyat ka istaarah bhi hai",Negative,
Wafa ka pekar to hai magar mehromi ka mazhar bhi hai,Negative,
"Fitrat ka sacha aks hai lekin samaj ki bereham zanjeron mein jakri hoi bhi hia, aala martabe ki haq dar hai magar paon ki joti samjhi jati hai, sarapa rehm o karam hone ki bona par boriyat ka roop hai magar zamana is se larzan bhi hai, sadyon se zulm o sitam ka takhta e mashak hai lekin sabar ka pahar bhi hai",Negative,
"Ghar janib dari se dekha jaye to mazi mein Pakistan mein insani hoqoq ki sorat e haal qabill e tariff nahi rahi, insani hoqoq ki pamali ki sorat mein khawateen ziyadah mutasir hoein",Negative,
Mulk mein khawateen ko beshumar mashi aur samaji masail ka samna hia,Negative,
Lekin jis kaam ko hangami bunyadon par karne ki zarorat thi wo 1979 mein nafiz keye jane wale hodod o qawanin par nazar e sani bhi thi,Negative,
Hodod o qawanin ke nafaz ke silsile mein baz qanoni peshediyon ki wajah se begunah khawateeen jailon mein band thein,Negative,
Zana biljabar ke case mein khatoon ko zaniya qarar diya jata aur jail ki salakhon ke peche behj deya jata,Negative,
Kyun ke humare masher mein mardon ki bala dasti qaim hai,Negative,
Is ke elawa jagirdarana culture aur khatoon ki kamzor mashrati hesiyat ki wajah se hodod o qawanin ko bator hatyar istemal kiya ja raha tha,Negative,
Zana bijabr ka nishana banne wali khatoon ki ye zimedari thi ke wo zana biljabr ko sabit karne ke leye char (4) mard gawah pesh kare warna use zana bilraza ki mujrim qarar de kar jail behj deya jata jis ke bad masaib ka na khatam hone wala aik silsila shuru ho jata,Negative,
Shehar ki khatoon zehani tashdud ka shikar hai to dehat ki khatoon jismani tashadud ka,Negative,
"s agar hum chahate hain ke humari khawateen ke halat behtar hon to is ke leye mardon ko bhi apna musar kirdar ada karna pare ga aur unhen apni sochon mein tabdeli lani ho gi ke tamam tar pabandiyon ka nishana sirf khatoon hi ko na banaya jaye aur unhen mazhabi tor par jo hoqoq hasil hain, kam iz kam wo to unhen deye jaein",Negative,
Susti aur kahli un ko sakht na pasnd thi,Negative,
Molvi Abdul Haq jama e Urdu ke qayam ke khuwahishmand the taham un ki rehrat se ye masoba adhora reh gaya,Negative,
